CONDITION_ID	GENE_ID
OMIM:601744	ENSG00000072694|ENSG00000117322|ENSG00000128604|ENSG00000134242|ENSG00000138378|ENSG00000143226|ENSG00000163599|ENSG00000163687|ENSG00000169896|ENSG00000187554|ENSG00000213689|ENSG00000213918|ENSG00000276977
OMIM:601777	ENSG00000007062|ENSG00000048545|ENSG00000079841|ENSG00000091622|ENSG00000092200|ENSG00000102001|ENSG00000105392|ENSG00000119685|ENSG00000132518|ENSG00000139323|ENSG00000140522|ENSG00000148600|ENSG00000156172|ENSG00000156313|ENSG00000157869|ENSG00000168615|ENSG00000173976|ENSG00000196189|ENSG00000198691
OMIM:601780	ENSG00000030582|ENSG00000101152|ENSG00000102805|ENSG00000117984|ENSG00000128973|ENSG00000131238|ENSG00000164073|ENSG00000166340|ENSG00000174080|ENSG00000182372|ENSG00000188603
OMIM:601813	ENSG00000106025|ENSG00000124479|ENSG00000162337|ENSG00000174804
OMIM:601815	ENSG00000092621
OMIM:601820	ENSG00000006071|ENSG00000106633|ENSG00000138796|ENSG00000148672|ENSG00000171105|ENSG00000187486|ENSG00000281917
OMIM:601847	ENSG00000005471|ENSG00000073734|ENSG00000081923|ENSG00000119139|ENSG00000263298
OMIM:601859	ENSG00000003400|ENSG00000026103|ENSG00000064012|ENSG00000117560|ENSG00000133703|ENSG00000213281
OMIM:601868	ENSG00000041982|ENSG00000083307|ENSG00000091010|ENSG00000100345|ENSG00000100473|ENSG00000105357|ENSG00000105928|ENSG00000109501|ENSG00000109927|ENSG00000112319|ENSG00000117013|ENSG00000121742|ENSG00000126778|ENSG00000131504|ENSG00000137474|ENSG00000152492|ENSG00000152591|ENSG00000165091|ENSG00000165474|ENSG00000179520|ENSG00000184009|ENSG00000184047|ENSG00000187848|ENSG00000188910|ENSG00000196586|ENSG00000199158|ENSG00000206290|ENSG00000235708|ENSG00000267807
OMIM:601869	ENSG00000006611|ENSG00000019991|ENSG00000065427|ENSG00000091536|ENSG00000095397|ENSG00000095777|ENSG00000100106|ENSG00000107736|ENSG00000109927|ENSG00000115155|ENSG00000115459|ENSG00000119715|ENSG00000121742|ENSG00000124570|ENSG00000136425|ENSG00000137474|ENSG00000137710|ENSG00000138035|ENSG00000139304|ENSG00000145103|ENSG00000150275|ENSG00000151491|ENSG00000152939|ENSG00000155719|ENSG00000157087|ENSG00000159261|ENSG00000160183|ENSG00000162065|ENSG00000164742|ENSG00000165091|ENSG00000165474|ENSG00000165899|ENSG00000167210|ENSG00000167791|ENSG00000170615|ENSG00000174099|ENSG00000175894|ENSG00000176058|ENSG00000179855|ENSG00000181392|ENSG00000181585|ENSG00000184154|ENSG00000187017|ENSG00000188162|ENSG00000188910|ENSG00000196586|ENSG00000197753|ENSG00000204311|ENSG00000204928|ENSG00000206290|ENSG00000215203|ENSG00000235708|ENSG00000242866
OMIM:601885	ENSG00000026025|ENSG00000100053|ENSG00000100122|ENSG00000102878|ENSG00000105370|ENSG00000108255|ENSG00000109501|ENSG00000111846|ENSG00000118231|ENSG00000121634|ENSG00000121743|ENSG00000125864|ENSG00000135517|ENSG00000160202|ENSG00000163254|ENSG00000163499|ENSG00000163820|ENSG00000170819|ENSG00000178573|ENSG00000182187|ENSG00000188158|ENSG00000196116|ENSG00000196431|ENSG00000213139|ENSG00000244752
OMIM:601887	ENSG00000081248|ENSG00000135902|ENSG00000138435|ENSG00000196218|ENSG00000196811
OMIM:601894	ENSG00000115414
OMIM:601942	ENSG00000049768|ENSG00000089127|ENSG00000134242|ENSG00000134460|ENSG00000135100|ENSG00000160791|ENSG00000163599|ENSG00000172071|ENSG00000177688|ENSG00000254647
OMIM:601952	ENSG00000012174|ENSG00000067182|ENSG00000087460|ENSG00000118402|ENSG00000121552|ENSG00000132963|ENSG00000136689|ENSG00000142405|ENSG00000156052|ENSG00000162711|ENSG00000163104|ENSG00000163297|ENSG00000166147|ENSG00000172867|ENSG00000203782
OMIM:601954	ENSG00000009830|ENSG00000064419|ENSG00000085998|ENSG00000092529|ENSG00000102683|ENSG00000105993|ENSG00000106692|ENSG00000108823|ENSG00000119401|ENSG00000120729|ENSG00000130714|ENSG00000135636|ENSG00000152795|ENSG00000155657|ENSG00000160789|ENSG00000163069|ENSG00000168538|ENSG00000170624|ENSG00000171714|ENSG00000173540|ENSG00000173991|ENSG00000175084|ENSG00000178209|ENSG00000181027|ENSG00000182533|ENSG00000261109
OMIM:601977	ENSG00000090534|ENSG00000096968|ENSG00000111252|ENSG00000117400|ENSG00000179218
OMIM:602032	ENSG00000062038|ENSG00000068078|ENSG00000081277|ENSG00000091409|ENSG00000100906|ENSG00000121742|ENSG00000121879|ENSG00000132470|ENSG00000133703|ENSG00000135443|ENSG00000135925|ENSG00000165733|ENSG00000174775|ENSG00000186847|ENSG00000213281|ENSG00000269335|ENSG00000276536
OMIM:602066	ENSG00000108439|ENSG00000167371
OMIM:602078	ENSG00000032444|ENSG00000165462
OMIM:602079	ENSG00000005381|ENSG00000007933|ENSG00000073578|ENSG00000091483|ENSG00000100075|ENSG00000101981|ENSG00000102144|ENSG00000103150|ENSG00000111716|ENSG00000116984|ENSG00000125741|ENSG00000125877|ENSG00000138109|ENSG00000138796|ENSG00000147224|ENSG00000147647|ENSG00000148090|ENSG00000154646|ENSG00000160282|ENSG00000165471|ENSG00000165841|ENSG00000166710|ENSG00000167397|ENSG00000167642|ENSG00000176715|ENSG00000204370|ENSG00000205138|ENSG00000239900|ENSG00000255974|ENSG00000273686|ENSG00000280905
OMIM:602080	ENSG00000141655|ENSG00000164761
OMIM:602081	ENSG00000102359|ENSG00000126970|ENSG00000128573|ENSG00000137074
OMIM:602082	ENSG00000007062|ENSG00000011465|ENSG00000088836|ENSG00000115020|ENSG00000115380|ENSG00000120708|ENSG00000120942|ENSG00000125850|ENSG00000148516|ENSG00000171812|ENSG00000184292|ENSG00000186442|ENSG00000187079|ENSG00000263243
OMIM:602083	ENSG00000006611|ENSG00000042781|ENSG00000095397|ENSG00000107736|ENSG00000136425|ENSG00000137474|ENSG00000150275|ENSG00000163646|ENSG00000164199|ENSG00000170445|ENSG00000182040|ENSG00000186862
OMIM:602088	ENSG00000102935|ENSG00000110274|ENSG00000113971|ENSG00000119509|ENSG00000123607|ENSG00000131697|ENSG00000144061|ENSG00000157796|ENSG00000160602|ENSG00000164953|ENSG00000165138|ENSG00000173588|ENSG00000196236|ENSG00000274636
OMIM:602089	ENSG00000037280|ENSG00000128052|ENSG00000169604
OMIM:602092	ENSG00000006611|ENSG00000019991|ENSG00000065427|ENSG00000091536|ENSG00000095397|ENSG00000095777|ENSG00000100106|ENSG00000107736|ENSG00000109927|ENSG00000115155|ENSG00000115459|ENSG00000119715|ENSG00000121742|ENSG00000124570|ENSG00000136425|ENSG00000137474|ENSG00000137710|ENSG00000138035|ENSG00000139304|ENSG00000145103|ENSG00000150275|ENSG00000151491|ENSG00000152939|ENSG00000155719|ENSG00000157087|ENSG00000159261|ENSG00000160183|ENSG00000162065|ENSG00000164742|ENSG00000165091|ENSG00000165474|ENSG00000165899|ENSG00000167210|ENSG00000167791|ENSG00000170615|ENSG00000174099|ENSG00000175894|ENSG00000176058|ENSG00000179855|ENSG00000181392|ENSG00000181585|ENSG00000184154|ENSG00000187017|ENSG00000188162|ENSG00000188910|ENSG00000196586|ENSG00000197753|ENSG00000204311|ENSG00000204928|ENSG00000206290|ENSG00000215203|ENSG00000235708|ENSG00000242866
OMIM:602093	ENSG00000007062|ENSG00000048545|ENSG00000079841|ENSG00000091622|ENSG00000092200|ENSG00000102001|ENSG00000105392|ENSG00000119685|ENSG00000132518|ENSG00000139323|ENSG00000140522|ENSG00000148600|ENSG00000156172|ENSG00000156313|ENSG00000157869|ENSG00000168615|ENSG00000173976|ENSG00000196189|ENSG00000198691
OMIM:602111	ENSG00000137745
OMIM:602347	ENSG00000005471|ENSG00000073734|ENSG00000081923|ENSG00000119139|ENSG00000263298
OMIM:602361	ENSG00000068078|ENSG00000087245|ENSG00000092330|ENSG00000100934|ENSG00000120370|ENSG00000121075|ENSG00000133937|ENSG00000141655|ENSG00000157766|ENSG00000166147|ENSG00000166801|ENSG00000176842|ENSG00000204103
OMIM:602390	ENSG00000010704|ENSG00000105697|ENSG00000106327|ENSG00000125845|ENSG00000138449|ENSG00000168509
OMIM:602398	ENSG00000072506|ENSG00000072778|ENSG00000084754|ENSG00000103227|ENSG00000116133|ENSG00000117054|ENSG00000122971|ENSG00000138029|ENSG00000177666|ENSG00000178537|ENSG00000242110
OMIM:602400	ENSG00000062038|ENSG00000080503|ENSG00000122026|ENSG00000139648|ENSG00000139679|ENSG00000149418|ENSG00000154856|ENSG00000163898|ENSG00000168453|ENSG00000170484|ENSG00000175065|ENSG00000182004|ENSG00000203883|ENSG00000237123
OMIM:602433	ENSG00000107290
OMIM:602450	ENSG00000064490|ENSG00000105639|ENSG00000115085|ENSG00000133111|ENSG00000143390|ENSG00000152457|ENSG00000166349|ENSG00000167323|ENSG00000168685|ENSG00000175097|ENSG00000179583|ENSG00000182500|ENSG00000262418
OMIM:602459	ENSG00000041982|ENSG00000083307|ENSG00000091010|ENSG00000100345|ENSG00000100473|ENSG00000105357|ENSG00000105928|ENSG00000109501|ENSG00000109927|ENSG00000112319|ENSG00000117013|ENSG00000121742|ENSG00000126778|ENSG00000131504|ENSG00000137474|ENSG00000152492|ENSG00000152591|ENSG00000165091|ENSG00000165474|ENSG00000179520|ENSG00000184009|ENSG00000184047|ENSG00000187848|ENSG00000188910|ENSG00000196586|ENSG00000199158|ENSG00000206290|ENSG00000235708|ENSG00000267807
OMIM:602471	ENSG00000068078|ENSG00000087245|ENSG00000092330|ENSG00000100934|ENSG00000120370|ENSG00000121075|ENSG00000133937|ENSG00000141655|ENSG00000157766|ENSG00000166147|ENSG00000166801|ENSG00000176842|ENSG00000204103
OMIM:602473	ENSG00000105755
OMIM:602481	ENSG00000018625|ENSG00000141837|ENSG00000144285
OMIM:602482	ENSG00000054598|ENSG00000164093
OMIM:602483	ENSG00000065135
OMIM:602485	ENSG00000006071|ENSG00000106633|ENSG00000138796|ENSG00000148672|ENSG00000171105|ENSG00000187486|ENSG00000281917
OMIM:602491	ENSG00000158773|ENSG00000175445
OMIM:602501	ENSG00000121879
OMIM:602522	ENSG00000074803|ENSG00000151704|ENSG00000162399|ENSG00000184908|ENSG00000186510
OMIM:602535	ENSG00000008441
OMIM:602540	ENSG00000017427|ENSG00000060718|ENSG00000081479|ENSG00000100345|ENSG00000100416|ENSG00000105409|ENSG00000105880|ENSG00000107485|ENSG00000121957|ENSG00000133835|ENSG00000135903|ENSG00000139734|ENSG00000162065|ENSG00000165474|ENSG00000177807|ENSG00000186895|ENSG00000197535|ENSG00000198246|ENSG00000261155
OMIM:602541	ENSG00000100288|ENSG00000133424|ENSG00000135424|ENSG00000160789|ENSG00000162430|ENSG00000181027|ENSG00000196569
OMIM:602579	ENSG00000000419|ENSG00000033011|ENSG00000086848|ENSG00000088035|ENSG00000119523|ENSG00000128039|ENSG00000129255|ENSG00000140650|ENSG00000159063|ENSG00000163933|ENSG00000172269|ENSG00000175283|ENSG00000178802|ENSG00000179085|ENSG00000182858|ENSG00000214160|ENSG00000253710
OMIM:602588	ENSG00000104313|ENSG00000126778
OMIM:602629	ENSG00000075624|ENSG00000104833|ENSG00000105409|ENSG00000117394|ENSG00000127990|ENSG00000131931|ENSG00000131979|ENSG00000136827|ENSG00000147133|ENSG00000180176|ENSG00000180228
OMIM:602668	ENSG00000007314|ENSG00000169714
OMIM:602722	ENSG00000004939|ENSG00000080493|ENSG00000105929|ENSG00000116039
OMIM:602723	ENSG00000056972|ENSG00000141527|ENSG00000162594|ENSG00000204525
OMIM:602771	ENSG00000100288|ENSG00000133424|ENSG00000135424|ENSG00000160789|ENSG00000162430|ENSG00000181027|ENSG00000196569
OMIM:602772	ENSG00000007062|ENSG00000013293|ENSG00000031544|ENSG00000046651|ENSG00000070729|ENSG00000081148|ENSG00000088970|ENSG00000101161|ENSG00000101365|ENSG00000102218|ENSG00000102931|ENSG00000104237|ENSG00000105618|ENSG00000106348|ENSG00000107618|ENSG00000111837|ENSG00000112041|ENSG00000112599|ENSG00000112619|ENSG00000113966|ENSG00000116745|ENSG00000117360|ENSG00000117650|ENSG00000117682|ENSG00000122550|ENSG00000129535|ENSG00000132915|ENSG00000133256|ENSG00000134376|ENSG00000136875|ENSG00000139988|ENSG00000144028|ENSG00000148604|ENSG00000149489|ENSG00000153208|ENSG00000156313|ENSG00000162769|ENSG00000163646|ENSG00000163795|ENSG00000163914|ENSG00000164610|ENSG00000165533|ENSG00000167434|ENSG00000167995|ENSG00000170264|ENSG00000174231|ENSG00000179270|ENSG00000185527|ENSG00000186765|ENSG00000187535|ENSG00000188107|ENSG00000188452|ENSG00000196189|ENSG00000197579|ENSG00000198515|ENSG00000198691|ENSG00000214140|ENSG00000265203|ENSG00000278570|ENSG00000281857
OMIM:602782	ENSG00000017427|ENSG00000060718|ENSG00000081479|ENSG00000100345|ENSG00000100416|ENSG00000105409|ENSG00000105880|ENSG00000107485|ENSG00000121957|ENSG00000133835|ENSG00000135903|ENSG00000139734|ENSG00000162065|ENSG00000165474|ENSG00000177807|ENSG00000186895|ENSG00000197535|ENSG00000198246|ENSG00000261155
OMIM:602849	ENSG00000052850|ENSG00000066468|ENSG00000068078|ENSG00000077782|ENSG00000105722|ENSG00000120149|ENSG00000122691|ENSG00000140262|ENSG00000153283|ENSG00000157933|ENSG00000171456|ENSG00000185624
OMIM:602875	ENSG00000159899
OMIM:603013	ENSG00000040608|ENSG00000093010|ENSG00000100033|ENSG00000102468|ENSG00000106688|ENSG00000133048|ENSG00000151577|ENSG00000157152|ENSG00000162946|ENSG00000177000|ENSG00000251322
OMIM:603034	ENSG00000007314|ENSG00000018236|ENSG00000070748|ENSG00000108556|ENSG00000138435|ENSG00000175920|ENSG00000206561
OMIM:603041	ENSG00000025708|ENSG00000163017|ENSG00000166250|ENSG00000196924
OMIM:603075	ENSG00000000971|ENSG00000100234|ENSG00000101439|ENSG00000113600|ENSG00000116785|ENSG00000125730|ENSG00000130203|ENSG00000140092|ENSG00000143341|ENSG00000166033|ENSG00000168329|ENSG00000173976|ENSG00000198691|ENSG00000205403|ENSG00000225830|ENSG00000231543|ENSG00000243649|ENSG00000244414|ENSG00000254636
OMIM:603147	ENSG00000000419|ENSG00000033011|ENSG00000086848|ENSG00000088035|ENSG00000119523|ENSG00000128039|ENSG00000129255|ENSG00000140650|ENSG00000159063|ENSG00000163933|ENSG00000172269|ENSG00000175283|ENSG00000178802|ENSG00000179085|ENSG00000182858|ENSG00000214160|ENSG00000253710
OMIM:603194	ENSG00000011143|ENSG00000048342|ENSG00000103494|ENSG00000108641|ENSG00000113971|ENSG00000123810|ENSG00000164953|ENSG00000168778|ENSG00000187049|ENSG00000198707|ENSG00000205084
OMIM:603218	ENSG00000171867|ENSG00000197386
OMIM:603233	ENSG00000087460|ENSG00000124222|ENSG00000235590
OMIM:603278	ENSG00000100342|ENSG00000130402|ENSG00000137672|ENSG00000157483|ENSG00000198087|ENSG00000203485|ENSG00000282844
OMIM:603284	ENSG00000004848|ENSG00000012061|ENSG00000060642|ENSG00000066084|ENSG00000086758|ENSG00000101773|ENSG00000104884|ENSG00000106688|ENSG00000111199|ENSG00000114209|ENSG00000118058|ENSG00000119042|ENSG00000125675|ENSG00000125835|ENSG00000126012|ENSG00000132549|ENSG00000134323|ENSG00000136280|ENSG00000141627|ENSG00000143183|ENSG00000143473|ENSG00000147852|ENSG00000150995|ENSG00000151148|ENSG00000152217|ENSG00000156471|ENSG00000158290|ENSG00000158352|ENSG00000167716|ENSG00000169057|ENSG00000169607|ENSG00000172534|ENSG00000172943|ENSG00000178538|ENSG00000189221|ENSG00000196628|ENSG00000281813
OMIM:603285	ENSG00000004848|ENSG00000012061|ENSG00000060642|ENSG00000066084|ENSG00000086758|ENSG00000101773|ENSG00000104884|ENSG00000106688|ENSG00000111199|ENSG00000114209|ENSG00000118058|ENSG00000119042|ENSG00000125675|ENSG00000125835|ENSG00000126012|ENSG00000132549|ENSG00000134323|ENSG00000136280|ENSG00000141627|ENSG00000143183|ENSG00000143473|ENSG00000147852|ENSG00000150995|ENSG00000151148|ENSG00000152217|ENSG00000156471|ENSG00000158290|ENSG00000158352|ENSG00000167716|ENSG00000169057|ENSG00000169607|ENSG00000172534|ENSG00000172943|ENSG00000178538|ENSG00000189221|ENSG00000196628|ENSG00000281813
OMIM:603358	ENSG00000074582|ENSG00000135241|ENSG00000136003
OMIM:603373	ENSG00000151090|ENSG00000165409
OMIM:603383	ENSG00000034971|ENSG00000134987|ENSG00000138061|ENSG00000146926|ENSG00000225950
OMIM:603387	ENSG00000015133|ENSG00000105647|ENSG00000107186|ENSG00000148204|ENSG00000198910
OMIM:603467	ENSG00000083093|ENSG00000108384|ENSG00000112039|ENSG00000115392|ENSG00000136492|ENSG00000139618|ENSG00000140525|ENSG00000144554|ENSG00000158169|ENSG00000175595|ENSG00000181544|ENSG00000183161|ENSG00000187741|ENSG00000188827|ENSG00000221829
OMIM:603471	ENSG00000004864|ENSG00000130707
OMIM:603511	ENSG00000009830|ENSG00000064419|ENSG00000085998|ENSG00000092529|ENSG00000102683|ENSG00000105993|ENSG00000106692|ENSG00000108823|ENSG00000119401|ENSG00000120729|ENSG00000130714|ENSG00000135636|ENSG00000152795|ENSG00000155657|ENSG00000160789|ENSG00000163069|ENSG00000168538|ENSG00000170624|ENSG00000171714|ENSG00000173540|ENSG00000173991|ENSG00000175084|ENSG00000178209|ENSG00000181027|ENSG00000182533|ENSG00000261109
OMIM:603513	ENSG00000107104|ENSG00000128683
OMIM:603516	ENSG00000042088|ENSG00000101327|ENSG00000102466|ENSG00000107290|ENSG00000112592|ENSG00000124788|ENSG00000126583|ENSG00000128881|ENSG00000130638|ENSG00000131018|ENSG00000131398|ENSG00000141385|ENSG00000141837|ENSG00000150995|ENSG00000151835|ENSG00000156475|ENSG00000166340|ENSG00000166546|ENSG00000167658|ENSG00000230223
OMIM:603543	ENSG00000073282|ENSG00000105983|ENSG00000106031|ENSG00000108379|ENSG00000128710|ENSG00000136068|ENSG00000154764|ENSG00000156150|ENSG00000169071|ENSG00000169884|ENSG00000173218|ENSG00000196468
OMIM:603546	ENSG00000049089|ENSG00000059377|ENSG00000077782|ENSG00000079616|ENSG00000092758|ENSG00000100985|ENSG00000105664|ENSG00000109705|ENSG00000111199|ENSG00000112280|ENSG00000132031|ENSG00000137601|ENSG00000139219|ENSG00000142798|ENSG00000143387|ENSG00000143815|ENSG00000155850|ENSG00000157766|ENSG00000160801|ENSG00000161217|ENSG00000162337|ENSG00000162733|ENSG00000165458|ENSG00000167941|ENSG00000176022|ENSG00000185960|ENSG00000196365|ENSG00000196459|ENSG00000196924|ENSG00000206290|ENSG00000217930|ENSG00000235708|ENSG00000269900
OMIM:603552	ENSG00000076944|ENSG00000092929|ENSG00000135604|ENSG00000180644
OMIM:603553	ENSG00000076944|ENSG00000092929|ENSG00000135604|ENSG00000180644
OMIM:603554	ENSG00000064490|ENSG00000105639|ENSG00000115085|ENSG00000133111|ENSG00000143390|ENSG00000152457|ENSG00000166349|ENSG00000167323|ENSG00000168685|ENSG00000175097|ENSG00000179583|ENSG00000182500|ENSG00000262418
OMIM:603563	ENSG00000003393|ENSG00000021574|ENSG00000032444|ENSG00000068615|ENSG00000070610|ENSG00000072121|ENSG00000076685|ENSG00000081014|ENSG00000085788|ENSG00000100478|ENSG00000100523|ENSG00000103089|ENSG00000104133|ENSG00000114354|ENSG00000116337|ENSG00000123560|ENSG00000125744|ENSG00000129250|ENSG00000130294|ENSG00000130921|ENSG00000131943|ENSG00000132563|ENSG00000134262|ENSG00000135454|ENSG00000138185|ENSG00000139190|ENSG00000144381|ENSG00000147475|ENSG00000155016|ENSG00000155256|ENSG00000155975|ENSG00000155980|ENSG00000164961|ENSG00000168000|ENSG00000169359|ENSG00000170113|ENSG00000170540|ENSG00000172817|ENSG00000196663|ENSG00000197912|ENSG00000198513|ENSG00000198835|ENSG00000221838|ENSG00000242802|ENSG00000247626
OMIM:603585	ENSG00000086062|ENSG00000103051|ENSG00000115275|ENSG00000164414|ENSG00000164597|ENSG00000166685|ENSG00000168282|ENSG00000168434|ENSG00000181830|ENSG00000272617
OMIM:603622	ENSG00000041982|ENSG00000083307|ENSG00000091010|ENSG00000100345|ENSG00000100473|ENSG00000105357|ENSG00000105928|ENSG00000109501|ENSG00000109927|ENSG00000112319|ENSG00000117013|ENSG00000121742|ENSG00000126778|ENSG00000131504|ENSG00000137474|ENSG00000152492|ENSG00000152591|ENSG00000165091|ENSG00000165474|ENSG00000179520|ENSG00000184009|ENSG00000184047|ENSG00000187848|ENSG00000188910|ENSG00000196586|ENSG00000199158|ENSG00000206290|ENSG00000235708|ENSG00000267807
OMIM:603629	ENSG00000006611|ENSG00000019991|ENSG00000065427|ENSG00000091536|ENSG00000095397|ENSG00000095777|ENSG00000100106|ENSG00000107736|ENSG00000109927|ENSG00000115155|ENSG00000115459|ENSG00000119715|ENSG00000121742|ENSG00000124570|ENSG00000136425|ENSG00000137474|ENSG00000137710|ENSG00000138035|ENSG00000139304|ENSG00000145103|ENSG00000150275|ENSG00000151491|ENSG00000152939|ENSG00000155719|ENSG00000157087|ENSG00000159261|ENSG00000160183|ENSG00000162065|ENSG00000164742|ENSG00000165091|ENSG00000165474|ENSG00000165899|ENSG00000167210|ENSG00000167791|ENSG00000170615|ENSG00000174099|ENSG00000175894|ENSG00000176058|ENSG00000179855|ENSG00000181392|ENSG00000181585|ENSG00000184154|ENSG00000187017|ENSG00000188162|ENSG00000188910|ENSG00000196586|ENSG00000197753|ENSG00000204311|ENSG00000204928|ENSG00000206290|ENSG00000215203|ENSG00000235708|ENSG00000242866
OMIM:603649	ENSG00000007062|ENSG00000048545|ENSG00000079841|ENSG00000091622|ENSG00000092200|ENSG00000102001|ENSG00000105392|ENSG00000119685|ENSG00000132518|ENSG00000139323|ENSG00000140522|ENSG00000148600|ENSG00000156172|ENSG00000156313|ENSG00000157869|ENSG00000168615|ENSG00000173976|ENSG00000196189|ENSG00000198691
OMIM:603671	ENSG00000130449
OMIM:603689	ENSG00000022267|ENSG00000092054|ENSG00000109846|ENSG00000133805|ENSG00000134324|ENSG00000145888|ENSG00000155380|ENSG00000155657|ENSG00000281917
OMIM:603720	ENSG00000006611|ENSG00000019991|ENSG00000065427|ENSG00000091536|ENSG00000095397|ENSG00000095777|ENSG00000100106|ENSG00000107736|ENSG00000109927|ENSG00000115155|ENSG00000115459|ENSG00000119715|ENSG00000121742|ENSG00000124570|ENSG00000136425|ENSG00000137474|ENSG00000137710|ENSG00000138035|ENSG00000139304|ENSG00000145103|ENSG00000150275|ENSG00000151491|ENSG00000152939|ENSG00000155719|ENSG00000157087|ENSG00000159261|ENSG00000160183|ENSG00000162065|ENSG00000164742|ENSG00000165091|ENSG00000165474|ENSG00000165899|ENSG00000167210|ENSG00000167791|ENSG00000170615|ENSG00000174099|ENSG00000175894|ENSG00000176058|ENSG00000179855|ENSG00000181392|ENSG00000181585|ENSG00000184154|ENSG00000187017|ENSG00000188162|ENSG00000188910|ENSG00000196586|ENSG00000197753|ENSG00000204311|ENSG00000204928|ENSG00000206290|ENSG00000215203|ENSG00000235708|ENSG00000242866
OMIM:603736	ENSG00000281813
OMIM:603776	ENSG00000110245|ENSG00000157978|ENSG00000169174
OMIM:603786	ENSG00000007062|ENSG00000118402|ENSG00000170289|ENSG00000198691
OMIM:603813	ENSG00000110245|ENSG00000157978|ENSG00000169174
OMIM:603829	ENSG00000114353|ENSG00000118729|ENSG00000130529|ENSG00000183873|ENSG00000198626|ENSG00000282974
OMIM:603830	ENSG00000053918|ENSG00000055118|ENSG00000101400|ENSG00000120457|ENSG00000127914|ENSG00000139133|ENSG00000145362|ENSG00000151067|ENSG00000159197|ENSG00000177098|ENSG00000180509|ENSG00000182533|ENSG00000183873|ENSG00000282076
OMIM:603860	ENSG00000008710|ENSG00000118762|ENSG00000169344|ENSG00000170927|ENSG00000185499
OMIM:603896	ENSG00000070785|ENSG00000111361|ENSG00000115211|ENSG00000119718|ENSG00000138696|ENSG00000145191
OMIM:603902	ENSG00000196565|ENSG00000213934|ENSG00000244734
OMIM:603903	ENSG00000244734
OMIM:603909	ENSG00000003400|ENSG00000026103|ENSG00000064012|ENSG00000117560|ENSG00000133703|ENSG00000213281
OMIM:603932	ENSG00000049089|ENSG00000060718|ENSG00000092758|ENSG00000106819|ENSG00000138615|ENSG00000186340
OMIM:603956	ENSG00000068078
OMIM:603965	ENSG00000100342|ENSG00000130402|ENSG00000137672|ENSG00000157483|ENSG00000198087|ENSG00000203485|ENSG00000282844
OMIM:604004	ENSG00000100427|ENSG00000104833|ENSG00000122591|ENSG00000198835
OMIM:604091	ENSG00000118137|ENSG00000165029
OMIM:604116	ENSG00000007062|ENSG00000048545|ENSG00000079841|ENSG00000091622|ENSG00000092200|ENSG00000102001|ENSG00000105392|ENSG00000119685|ENSG00000132518|ENSG00000139323|ENSG00000140522|ENSG00000148600|ENSG00000156172|ENSG00000156313|ENSG00000157869|ENSG00000168615|ENSG00000173976|ENSG00000196189|ENSG00000198691
OMIM:604117	ENSG00000012174|ENSG00000067182|ENSG00000087460|ENSG00000118402|ENSG00000121552|ENSG00000132963|ENSG00000136689|ENSG00000142405|ENSG00000156052|ENSG00000162711|ENSG00000163104|ENSG00000163297|ENSG00000166147|ENSG00000172867|ENSG00000203782
OMIM:604129	ENSG00000096696|ENSG00000114270|ENSG00000177697
OMIM:604131	ENSG00000188536|ENSG00000206172
OMIM:604145	ENSG00000035403|ENSG00000046604|ENSG00000069431|ENSG00000073578|ENSG00000077522|ENSG00000080815|ENSG00000092054|ENSG00000106692|ENSG00000109846|ENSG00000112319|ENSG00000112769|ENSG00000114854|ENSG00000118194|ENSG00000120802|ENSG00000122367|ENSG00000129170|ENSG00000129991|ENSG00000132155|ENSG00000140416|ENSG00000143801|ENSG00000151929|ENSG00000155657|ENSG00000157259|ENSG00000159251|ENSG00000160789|ENSG00000162614|ENSG00000170624|ENSG00000173991|ENSG00000175084|ENSG00000183873|ENSG00000197616|ENSG00000198523|ENSG00000198947|ENSG00000203867|ENSG00000205981
OMIM:604168	ENSG00000010361|ENSG00000060069|ENSG00000075275|ENSG00000100714|ENSG00000108691|ENSG00000112367|ENSG00000116984|ENSG00000123095|ENSG00000123454|ENSG00000124275|ENSG00000124479|ENSG00000138083|ENSG00000162738|ENSG00000163666|ENSG00000164458|ENSG00000164690|ENSG00000165617|ENSG00000169432|ENSG00000170370|ENSG00000173218|ENSG00000177000|ENSG00000180900|ENSG00000183785|ENSG00000187498|ENSG00000205336
OMIM:604169	ENSG00000134769
OMIM:604173	ENSG00000103005|ENSG00000162676
OMIM:604187	ENSG00000003393|ENSG00000021574|ENSG00000032444|ENSG00000068615|ENSG00000070610|ENSG00000072121|ENSG00000076685|ENSG00000081014|ENSG00000085788|ENSG00000100478|ENSG00000100523|ENSG00000103089|ENSG00000104133|ENSG00000114354|ENSG00000116337|ENSG00000123560|ENSG00000125744|ENSG00000129250|ENSG00000130294|ENSG00000130921|ENSG00000131943|ENSG00000132563|ENSG00000134262|ENSG00000135454|ENSG00000138185|ENSG00000139190|ENSG00000144381|ENSG00000147475|ENSG00000155016|ENSG00000155256|ENSG00000155975|ENSG00000155980|ENSG00000164961|ENSG00000168000|ENSG00000169359|ENSG00000170113|ENSG00000170540|ENSG00000172817|ENSG00000196663|ENSG00000197912|ENSG00000198513|ENSG00000198835|ENSG00000221838|ENSG00000242802|ENSG00000247626
