GENE_ID	CONDITION_ID
15065	31363
15083	29580
15094	27481
1510	25688|26770|27346
15111	31524
15115	28785|30885
15118	28277
15121	29118
15126	31401|31969
15133	27244
15139	28969
15144	30034
15150	25821|27625
15162	24968|28989|29827
15172	26309|30727
15173	30751
15176	29914|30821
15183	27310
15184	30041
15190	31184
15194	31000
15198	25098|28847|29252
15203	28039
15205	31285|31874|31876
15207	26983
15210	30412
15211	28150
15212	31221
15213	25794|27427|28999|29187
15215	27519|28644|28662|28663
15217	29960|29961|30117|30190|31765
15218	26944
15225	28643|28662
15229	26675
15230	26434|27091|28820|28922|31051
15243	28650|28662
15249	27519|27602|28662|28663
15253	32040
15257	31369
15258	25088|26944
15259	30534
15260	29247
15262	28464
15265	29955
15267	32023
1527	28303
15274	29734|30542|30632
15275	25273|26002|26735|29393|32141
15278	27519|27602
15284	31603
15290	32192
15300	28644|28662|28663
15302	27519|28650|28662|28663
15308	27602|28646|28649|28658|28662|28667
15313	28408|28418|28462
15321	32250
15326	31190
15331	28662|28663
15334	28181|28387|28533
15335	29812|29813
15337	29859
15342	30480
15351	31130
15357	30553|31084
15358	27157
15360	26944
15365	29510|30120
15370	31637
15374	29188
15383	26602
15384	30531
15386	32018
15387	28302
15389	25523|29577
15392	31007
154	31193|31512
15401	30840
15407	26020|32198
15408	32036
15410	29560
1542	25087|30077|30591|31025
15426	26216|27815
15431	25372
15436	29972
1544	27440
15443	25097|26060|26102|27520|29428|31365
15448	25837
1545	31884
15458	26203|29847
15470	30988
15479	32228
1548	29704|31783
15482	26067|26330
15483	24912|26069|29545
15484	30951
15490	32088
15494	31822
15495	31686
1550	27039
15517	31313|31486
15519	29499
15521	27520
15522	30743
15528	31449
15539	29426|31657
15548	30097|30429|31511
15549	30019|32206
15550	31648
15552	25872
15561	27548|27551|27552|27932
1558	27368
15596	29521|29850
15603	29963
15604	30094
1561	25420|28976|29274
15614	25559|29191|30856
15624	26363|26849|28074|29022|29896|31122
15626	27605
15629	26807
15639	31040|31045
15642	31144
15646	26880
15648	24936|29687
15660	28938
15672	29122
15693	31014
15697	32070
15710	30920
1572	28810|31182
15722	28958
15732	28662
15739	27956
15747	25019|30120|30206
1575	28020|29694
15750	25119
15764	25088|25511|25961|25965|26439|27456|29571|30548|31093
15768	30684
15775	25474|27391
1578	32101
1579	27224
15795	27977
15796	27519|27602
15799	31441
15804	25776|26517|27045|30018
15809	31717
15814	31696
15816	31149
15820	25776
15825	27139
15827	25570
15846	31593
15849	30039
15850	28868
15857	30218
15861	31769
15864	31176
1588	25609|25610|31576
15887	31161|31797
1590	32189
15900	31258|31259
15901	30569
15906	28348
15910	31024
15919	30254
15921	25304
1594	30627
15940	30580
15942	31380
1595	29768|29769
15952	31530
15959	30909
15961	30436
1597	31971
1598	30294
16000	31144
1601	28195|28364|28515
16012	26416|26708|26886|30809|31870
16015	29320
16022	25852|31665
16026	29687
16039	26685
16043	30152
1605	32081
16050	27123
16054	29670
16055	25244|25312|26807
16056	25434|26780|26830|28096|28781|30755|32162
16059	30500
16060	29246
16066	31357
16067	29516|29670|30098
16079	31366
1608	32087
16083	30362
16100	28659
16112	30801
16121	31483
16129	29377|31745
16133	30315
16139	28124
16142	26944
16148	25863|28814|30120
16151	29728
1617	25186|30274
16179	26880|31531
16202	29246
16206	25852|31665
16214	26603
16219	29377|31745
16222	26568|26730|27084
16231	29359
16236	27617
16239	29824
16245	28938
1625	31337
16254	27617
16256	26685
16261	26603
16263	31423
16269	29132
16275	26849|28074|29022|29896
16277	27605
16278	29872|30103
1628	27022
16286	31720
16287	26259
16294	32149
16295	29246
16297	31044
163	29168|29609|30249|30380
16302	25312|26259|26274
16306	25666|27910
16312	30648
16317	29600|30284
16322	29795
1633	27546|27859|30519|30525|32247
16336	31650
1634	25087|29272
16340	27620
16353	24875
16356	31560
16365	27292|29866
16367	25017
1637	29452
16382	30430
16389	28286
16393	25604|26920|27262|29015|29415
16404	30677
16407	32003
16411	26842|31017
16423	25604|26920|27262|29415
16435	30690
16437	29165
1645	30080
16455	30188
16468	26954
16469	30009|30354
1647	31360
16470	30430|31531|31579
16489	29916
16491	31116
16492	32112
16503	27214|29124
16506	26920|29415
16508	28831
1651	30194
16517	25559|25570|29175|29176|30120|30861
16518	28965
16523	28980
16528	30141|31960
16530	27440
16531	26923
16532	24886|26067
16570	30120
16571	31344|31718|31857
16581	29364|30843
166	29495
16603	30697
16605	31746
1662	28263
16623	31567
16625	30762
16626	25303|29361|30595|31860
16637	32102
1664	27768|29729
16656	25230|26448|26780
16659	26944
16661	25334|31526
16667	26161
16673	29947
1668	28932
16683	30908
16686	26101
167	30120
16703	31397|31939
16714	26621|27833|30498|30499
16717	28785|30885
1672	25035
16721	26426|27996|29670
16722	26117|27754|27757|30402
1673	28824|29358|31599
16740	27999
1675	25088|30475
16750	32177
16764	30554
16777	27602
1678	27040
16788	31188
16791	25410|30736
16795	30055
16803	27684
16805	26588
16813	32092
16814	26055
16818	30156
16821	27628
16822	31356
16823	32097
1683	25603
1684	27687
16844	28073
16846	31354
16863	26799|31181
16866	29760|29867
16867	25335|26067|27146|27147|27148|27149|29601
1687	31522
16879	30870
1689	25154
16890	30486
16893	24874|27827
16895	31272
16902	26538
16905	29947
16906	28264
16909	28682
1691	25642
1692	27249
16929	25218
16933	29019|29309
16940	30222
16941	31541
16947	26748|32045
16958	24985|30888
16959	31414
16960	31000
16961	27998
16978	30107
1699	24858|24885|25542|26021|26141|26925|29132|30330|30331
16998	30006
17	25128
1700	31050
17004	29249|31139
17007	28168
17009	28412|28413
1701	30599
17012	30822
17014	28165|28167|28228|28244|28245|28481
17022	25387
17026	27473|27479|29453
17035	25332|31200
17046	31944
1705	25088
17057	30122
17068	30853|31831
17078	31552
17079	31344|31718|31857
17080	24908|27312
17081	25387|31194
17084	27505
17085	28359
17086	25391
17087	31587
17089	30317
17094	26055
17095	29591
17102	30832
17103	30153
17106	29640
17115	26202|27803|31094
17118	25304|25522|25624
1712	29126
17122	31780
17127	26055
17131	30676|31767
17132	26067|26110|27717|28730|28867
17133	31564
17135	31134
17138	25010|25511|25961|25965|26439|26902
17139	29568
1714	30967
17140	31923
17143	29212
17145	31438
17146	27080|31548
17150	25312|29280
17155	29847
17157	26621|27080
17161	31735
17162	25958|26617
17163	29558|29565
17166	27801
17171	30339
17175	29847
1718	25653|31469
17181	27867|30116
17193	32055
17194	27602|32056
17195	27756
17199	29751
17200	26259
17203	29353
17205	30106
17206	25203|30733
17209	27999
1721	27331
17210	31997
17212	31676
17213	30090|32072
17215	27602
17222	26161
17225	29166|29360
17226	27653|30753
17227	32129
17230	27377|29932|31816
17231	27081|29387
17234	26521|26954|29524|29881
17240	30859
17245	31681
17246	32097
17249	29133
1725	30994
17251	31392
17260	30450|31906
17261	27305|27363
17263	29708
17271	30803
17285	27519
1729	31833
1731	31166
1741	26891|26895|30565
1748	30321
175	30386
1750	31669
176	26063|26092|29662|30589|30964
1767	26978
1777	25593
1781	29606|31211
1782	28198
179	24929|25188|25192|25482|25707|26004|29201
1790	28789
1799	31684
1805	30533
1807	31898
1808	25954
1818	30120
1820	30104
1821	24908
1822	26993
1826	27445
1829	31006
1830	26428
1834	27531
1838	29600|29847|31037
1840	27532
1842	28419
1844	30571|31919
1846	28338
1849	32089
1850	28059
1855	29086
1858	31795|31824
1862	31398
1863	28011|28807
1864	26839
1865	27405
1869	27803|31094
1871	27062
1873	32137
1874	28116
1875	25747|29419
1877	26722
1879	28733
1882	29388|31410
1883	28841
1885	30777
1890	25863|29670|31471
1900	25915|26284|26522|27587|29655|30616
1901	27382
1909	29632|30792
191	29046
1913	27319
1914	27868|30866
1918	24913
1921	27554
1923	27722
1924	27615|29014
1925	28836|29178
1932	29749
1934	31220
1937	32212
1938	26057|26288
1939	26308|31631
1944	28313
1947	30779
1950	27160
1953	25088|25194|25879|28037
1954	30756
1957	32265
1959	31349
196	28205
1965	30013
1967	29450|30140
1968	30493
1969	31829
1973	30643
198	28254
1981	29454
1982	32064
1986	26969
1989	29676
1995	27575|29542
2	29732
2003	29321|29497|29548|29888|30422|31679
2006	32244
2007	25427|27571|27769|28811|28980|31121
2008	31274
2019	30978
202	26078|32196
2029	29900
2034	31843
2035	29569
2045	31743
2049	30872
2052	25038
2070	30308
2071	29865
2073	31624|32017
2076	25943|29837|31146
2089	25640|28723
2091	30528
2097	27279|28817
2100	29899
2106	31393
2109	29670
211	27267
2115	30900
2120	29910
2123	30158
2129	29792|30167|30563
2131	29224
2137	29420
2147	30312
2150	27708
2154	25494
2156	31439
2158	27485
2159	31801
2170	24912|32155
2171	29102
2173	29437|30880
2178	27469
218	29100|31208
2183	29465|29594|31527
2194	30347
2196	25790|25791|25816|28718|29158|29283
2199	32103
2205	31770
2207	30851
2208	31036
2212	31945
2216	25088|30712
222	26130
2221	31129|31897
2223	28671|30477
2229	29183
2240	28923
2241	30896
2244	32015
2246	31242
2247	27175
2251	29841
2252	25089
2263	31988|32012
2267	30685
2288	25532|26258|28883
2290	28982
2292	32248
2293	32167
2297	29532
2307	26576
2309	25985
2316	31336
2320	29670
2321	30258
2327	29574
233	27872
2334	27165|27824
2335	30479
2336	25710|30962
2339	30383
234	30769
2343	29424
2347	32233
235	28013
2350	25301|25304|31781
2357	31254
2358	25694|29481
2359	31702
2366	25951
2369	30860
2370	30506
238	30518|30524|30526
2381	31803
2384	25299
2386	26448|28769
2387	31942|31949
2395	27519|27602
2398	32211
2399	26768|26769
2401	26673
2403	27359
2406	26522
2408	27013|32124
2409	26126
2411	29975
2413	31169
2418	31453
2419	30446|31064
2423	30939
2425	30355
2427	25157|26416
2429	30449
2435	29300
2439	24907|30230
244	31852
2440	30189
2444	30750
2463	29884
2464	25892
2471	30270
2473	31742
2474	31879
2478	31362
2479	27501|29407
2483	26780
2487	28473
2489	28211|28287
2491	28368
2492	28101
2498	28321
2503	28501
2508	28243
