HGENE_ENSEMBL_ID	CONDITION_ID
ENSG00000163017	OMIM:155310
ENSG00000163069	OMIM:604286
ENSG00000163104	OMIM:136000
ENSG00000163132	OMIM:106600|OMIM:189500|OMIM:608874
ENSG00000163254	OMIM:604307
ENSG00000163297	OMIM:228600
ENSG00000163322	OMIM:114480
ENSG00000163344	OMIM:175800
ENSG00000163347	OMIM:607626
ENSG00000163359	OMIM:158810|OMIM:254090
ENSG00000163499	OMIM:115900
ENSG00000163501	OMIM:112500|OMIM:607778
ENSG00000163513	OMIM:133239
ENSG00000163536	OMIM:604218
ENSG00000163541	OMIM:245400
ENSG00000163554	OMIM:130600|OMIM:266140|OMIM:270970
ENSG00000163581	OMIM:125853|OMIM:227810
ENSG00000163599	OMIM:140300|OMIM:152700
ENSG00000163600	OMIM:607594
ENSG00000163635	OMIM:164500
ENSG00000163646	OMIM:276902
ENSG00000163666	OMIM:182230
ENSG00000163703	OMIM:606217
ENSG00000163719	OMIM:160150
ENSG00000163817	OMIM:138500|OMIM:242600
ENSG00000163898	OMIM:604379
ENSG00000163913	OMIM:218330
ENSG00000163914	OMIM:136880
ENSG00000164007	OMIM:248190
ENSG00000164022	OMIM:260600
ENSG00000164093	OMIM:137600|OMIM:180500|OMIM:180550|OMIM:604229
ENSG00000164099	OMIM:249500
ENSG00000164120	OMIM:119900|OMIM:259100
ENSG00000164175	OMIM:606574
ENSG00000164182	OMIM:252010|OMIM:256000
ENSG00000164190	OMIM:122470
ENSG00000164199	OMIM:604352|OMIM:605472
ENSG00000164252	OMIM:149000
ENSG00000164258	OMIM:252010|OMIM:256000
ENSG00000164265	OMIM:600807
ENSG00000164266	OMIM:167800|OMIM:608189
ENSG00000164326	OMIM:601665
ENSG00000164362	OMIM:601626
ENSG00000164414	OMIM:603585
ENSG00000164458	OMIM:182940
ENSG00000164587	OMIM:153550
ENSG00000164610	OMIM:180104
ENSG00000164619	OMIM:608022
ENSG00000164690	OMIM:142945|OMIM:147250|OMIM:269160
ENSG00000164692	OMIM:130060|OMIM:166200|OMIM:166210|OMIM:166220|OMIM:166710|OMIM:225320|OMIM:259420
ENSG00000164708	OMIM:261670
ENSG00000164741	OMIM:114500
ENSG00000164756	OMIM:125853
ENSG00000164761	OMIM:239000
ENSG00000164867	OMIM:104300|OMIM:145500|OMIM:189800|OMIM:601367
ENSG00000164904	OMIM:266100
ENSG00000164946	OMIM:248450|OMIM:608980
ENSG00000164951	OMIM:608782
ENSG00000164953	OMIM:213300|OMIM:216360|OMIM:607361
ENSG00000164961	OMIM:220210|OMIM:603563
ENSG00000165029	OMIM:143890|OMIM:205400|OMIM:604091
ENSG00000165060	OMIM:229300
ENSG00000165091	OMIM:600974|OMIM:606705
ENSG00000165102	OMIM:252930
ENSG00000165168	OMIM:306400
ENSG00000165194	OMIM:300088
ENSG00000165240	OMIM:300489|OMIM:304150|OMIM:309400
ENSG00000165280	OMIM:167320
ENSG00000165392	OMIM:277700
ENSG00000165409	OMIM:275200|OMIM:603373
ENSG00000165458	OMIM:258480
ENSG00000165462	OMIM:602078
ENSG00000165474	OMIM:124500|OMIM:148210|OMIM:148350|OMIM:149200|OMIM:220290|OMIM:601544|OMIM:602540
ENSG00000165617	OMIM:182940
ENSG00000165671	OMIM:117550|OMIM:130650
ENSG00000165688	OMIM:213200
ENSG00000165694	OMIM:310700
ENSG00000165699	OMIM:191100|OMIM:606690
ENSG00000165702	OMIM:187900
ENSG00000165704	OMIM:300322|OMIM:300323
ENSG00000165731	OMIM:142623|OMIM:155240|OMIM:162300|OMIM:171300|OMIM:171400|OMIM:209880
ENSG00000165733	OMIM:107600
ENSG00000165821	OMIM:216820
ENSG00000165917	OMIM:208150
ENSG00000166035	OMIM:125853
ENSG00000166126	OMIM:261100
ENSG00000166147	OMIM:102370|OMIM:129600|OMIM:154700|OMIM:184900|OMIM:604308|OMIM:608328
ENSG00000166228	OMIM:264070
ENSG00000166311	OMIM:257200|OMIM:607616
ENSG00000166340	OMIM:204500
ENSG00000166341	OMIM:601390|OMIM:607829
ENSG00000166347	OMIM:250790
ENSG00000166349	OMIM:601457|OMIM:603554
ENSG00000166546	OMIM:117210
ENSG00000166603	OMIM:601665
ENSG00000166710	OMIM:105200|OMIM:241600
ENSG00000166794	OMIM:259440
ENSG00000166801	OMIM:127000|OMIM:602361
ENSG00000166813	OMIM:146510|OMIM:200990|OMIM:209900|OMIM:607131
ENSG00000166828	OMIM:177200|OMIM:264350
ENSG00000167085	OMIM:114480
ENSG00000167114	OMIM:608649
ENSG00000167207	OMIM:186580|OMIM:266600|OMIM:607507
ENSG00000167323	OMIM:160565|OMIM:185070
ENSG00000167371	OMIM:128200|OMIM:602066|OMIM:605751
ENSG00000167397	OMIM:122700|OMIM:607473
ENSG00000167434	OMIM:600852
ENSG00000167468	OMIM:250220
ENSG00000167522	OMIM:148050
ENSG00000167548	OMIM:147920
ENSG00000167580	OMIM:125800
ENSG00000167634	OMIM:231090
ENSG00000167642	OMIM:270420
ENSG00000167654	OMIM:601238
ENSG00000167711	OMIM:262850
ENSG00000167749	OMIM:204700
ENSG00000167768	OMIM:113800|OMIM:144200|OMIM:146590|OMIM:600962|OMIM:607602|OMIM:607654
ENSG00000167792	OMIM:252010|OMIM:256000
ENSG00000167895	OMIM:226400
ENSG00000167941	OMIM:122860|OMIM:239100|OMIM:269500
ENSG00000167985	OMIM:601650
ENSG00000167995	OMIM:153700|OMIM:193220
ENSG00000168000	OMIM:269700|OMIM:270685|OMIM:600794
ENSG00000168028	OMIM:271400
ENSG00000168036	OMIM:114500|OMIM:114550|OMIM:132600|OMIM:155255
ENSG00000168056	OMIM:601216
ENSG00000168229	OMIM:607277
ENSG00000168237	OMIM:220120
ENSG00000168269	OMIM:600791
ENSG00000168282	OMIM:212066
ENSG00000168288	OMIM:277410
ENSG00000168303	OMIM:234050
ENSG00000168434	OMIM:608779
ENSG00000168447	OMIM:177200|OMIM:211400|OMIM:264350
ENSG00000168453	OMIM:146550|OMIM:203655|OMIM:209500
ENSG00000168509	OMIM:602390
ENSG00000168542	OMIM:100070|OMIM:130020|OMIM:130050
ENSG00000168575	OMIM:213600
ENSG00000168610	OMIM:147060
ENSG00000168621	OMIM:171300|OMIM:209880
ENSG00000168646	OMIM:114500|OMIM:608615
ENSG00000168685	OMIM:608971
ENSG00000168878	OMIM:265120
ENSG00000169031	OMIM:104200|OMIM:141200|OMIM:203780
ENSG00000169047	OMIM:125853
ENSG00000169057	OMIM:105830|OMIM:300055|OMIM:300260|OMIM:300496|OMIM:312750
ENSG00000169071	OMIM:113000|OMIM:268310
ENSG00000169083	OMIM:176807|OMIM:300068|OMIM:312300|OMIM:313200
ENSG00000169105	OMIM:601776
ENSG00000169174	OMIM:603776
ENSG00000169184	OMIM:607174
ENSG00000169194	OMIM:600807|OMIM:607154
ENSG00000169247	OMIM:601596
ENSG00000169252	OMIM:600807|OMIM:601665
ENSG00000169255	OMIM:111400
ENSG00000169297	OMIM:300018|OMIM:300200
ENSG00000169306	OMIM:300143
ENSG00000169344	OMIM:162000|OMIM:603860
ENSG00000169432	OMIM:133020|OMIM:167400|OMIM:243000|OMIM:607208
ENSG00000169554	OMIM:235730
ENSG00000169562	OMIM:145900|OMIM:302800
ENSG00000169567	OMIM:137200
ENSG00000169599	OMIM:605711
ENSG00000169604	OMIM:230740|OMIM:602089
ENSG00000169607	OMIM:272440
ENSG00000169676	OMIM:143465|OMIM:606798
ENSG00000169692	OMIM:608594
ENSG00000169696	OMIM:606243
ENSG00000169704	OMIM:231200
ENSG00000169714	OMIM:602668
ENSG00000169738	OMIM:260800
ENSG00000169884	OMIM:225300
ENSG00000169919	OMIM:253220
ENSG00000169946	OMIM:187500|OMIM:217095
ENSG00000170113	OMIM:600363
ENSG00000170262	OMIM:607398
ENSG00000170264	OMIM:606068
ENSG00000170266	OMIM:230500|OMIM:230600|OMIM:230650|OMIM:253010
ENSG00000170289	OMIM:248200|OMIM:262300
ENSG00000170370	OMIM:269160
ENSG00000170381	OMIM:214800
ENSG00000170421	OMIM:215600
ENSG00000170442	OMIM:158000
ENSG00000170454	OMIM:600628
ENSG00000170477	OMIM:193900
ENSG00000170484	OMIM:194300
ENSG00000170523	OMIM:158000
ENSG00000170624	OMIM:601287|OMIM:606685
ENSG00000170734	OMIM:278750
ENSG00000170820	OMIM:233300|OMIM:276400|OMIM:608115
ENSG00000170836	OMIM:114480
ENSG00000170876	OMIM:604400
ENSG00000170881	OMIM:144700
ENSG00000170927	OMIM:263200
ENSG00000171100	OMIM:310400
ENSG00000171105	OMIM:125853|OMIM:246200|OMIM:262190
ENSG00000171195	OMIM:600807
ENSG00000171204	OMIM:252010
ENSG00000171298	OMIM:232300
ENSG00000171302	OMIM:251450
ENSG00000171316	OMIM:214800
ENSG00000171320	OMIM:268300|OMIM:269000
ENSG00000171365	OMIM:300009|OMIM:310468
ENSG00000171385	OMIM:607346
ENSG00000171403	OMIM:144200
ENSG00000171444	OMIM:114500
ENSG00000171453	OMIM:248390
ENSG00000171456	OMIM:605039
ENSG00000171503	OMIM:231680
ENSG00000171557	OMIM:202400
ENSG00000171560	OMIM:105200|OMIM:202400
ENSG00000171564	OMIM:202400
ENSG00000171714	OMIM:166260
ENSG00000171759	OMIM:261600
ENSG00000171812	OMIM:136800
ENSG00000171862	OMIM:153480|OMIM:155600|OMIM:158350|OMIM:176807|OMIM:276950|OMIM:605309|OMIM:607174
ENSG00000171867	OMIM:123400|OMIM:137440|OMIM:245300|OMIM:600072|OMIM:603218|OMIM:606688
ENSG00000171953	OMIM:604273
ENSG00000171954	OMIM:604777
ENSG00000172062	OMIM:253300|OMIM:253400|OMIM:253550
ENSG00000172071	OMIM:226980
ENSG00000172156	OMIM:600807
ENSG00000172269	OMIM:608093
ENSG00000172331	OMIM:222800
ENSG00000172482	OMIM:259900
ENSG00000172534	OMIM:309541
ENSG00000172572	OMIM:112410
ENSG00000172817	OMIM:270800
ENSG00000172867	OMIM:146800
ENSG00000172893	OMIM:270400
ENSG00000172936	OMIM:153600
ENSG00000172943	OMIM:300263
ENSG00000172987	OMIM:236730
ENSG00000173040	OMIM:193530|OMIM:225500
ENSG00000173085	OMIM:146500|OMIM:607426
ENSG00000173175	OMIM:606703
ENSG00000173218	OMIM:182940|OMIM:600145
ENSG00000173391	OMIM:608446
ENSG00000173599	OMIM:266150
ENSG00000173614	OMIM:608553
ENSG00000173757	OMIM:245590
ENSG00000173801	OMIM:601214
ENSG00000173821	OMIM:607151
ENSG00000173898	OMIM:600224
ENSG00000173991	OMIM:601954|OMIM:607487
ENSG00000174106	OMIM:155950|OMIM:166700
ENSG00000174175	OMIM:147050
ENSG00000174231	OMIM:600059
ENSG00000174358	OMIM:138500|OMIM:234500|OMIM:242600
ENSG00000174405	OMIM:254500|OMIM:606593
ENSG00000174437	OMIM:101900|OMIM:124200
ENSG00000174483	OMIM:209900
ENSG00000174705	OMIM:249420
ENSG00000174775	OMIM:163200|OMIM:188470|OMIM:218040
ENSG00000174804	OMIM:133780
ENSG00000174842	OMIM:138000
ENSG00000174886	OMIM:252010
ENSG00000175054	OMIM:210600
ENSG00000175065	OMIM:607903
ENSG00000175084	OMIM:181400|OMIM:601419|OMIM:604765
ENSG00000175097	OMIM:601457|OMIM:603554
ENSG00000175198	OMIM:606054
ENSG00000175325	OMIM:262600
ENSG00000175426	OMIM:600955
ENSG00000175445	OMIM:144250|OMIM:238600
ENSG00000175564	OMIM:601665
ENSG00000175595	OMIM:278760
ENSG00000175600	OMIM:231690
ENSG00000175899	OMIM:104300
ENSG00000175920	OMIM:208150|OMIM:254300
ENSG00000176022	OMIM:271640
ENSG00000176340	OMIM:220110
ENSG00000176619	OMIM:608709
ENSG00000176692	OMIM:153400
ENSG00000176697	OMIM:164230|OMIM:209880|OMIM:607499
ENSG00000177000	OMIM:181500|OMIM:188050|OMIM:236250|OMIM:601634
ENSG00000177082	OMIM:251300
ENSG00000177156	OMIM:606003
ENSG00000177189	OMIM:303600
ENSG00000177192	OMIM:600462
ENSG00000177409	OMIM:159550
ENSG00000177426	OMIM:142946
ENSG00000177565	OMIM:602342
ENSG00000177706	OMIM:259775
ENSG00000177807	OMIM:600791
ENSG00000178057	OMIM:252010
ENSG00000178127	OMIM:252010
ENSG00000178209	OMIM:131950|OMIM:226670
ENSG00000178235	OMIM:137580
ENSG00000178445	OMIM:605899
ENSG00000178449	OMIM:220110
ENSG00000178573	OMIM:601088
ENSG00000178802	OMIM:602579
ENSG00000178814	OMIM:260005
ENSG00000178919	OMIM:241850
ENSG00000179142	OMIM:203400
ENSG00000179148	OMIM:606545
ENSG00000179163	OMIM:230000
ENSG00000179218	OMIM:187950|OMIM:254450
ENSG00000179295	OMIM:151100|OMIM:156250|OMIM:163950|OMIM:607785
ENSG00000179348	OMIM:601626
ENSG00000179477	OMIM:242100
ENSG00000179520	OMIM:605583
ENSG00000179583	OMIM:180300|OMIM:209920
ENSG00000179774	OMIM:221900
ENSG00000179855	OMIM:601869
ENSG00000179941	OMIM:209900
ENSG00000179981	OMIM:607842
ENSG00000180053	OMIM:217095
ENSG00000180176	OMIM:605407
ENSG00000180210	OMIM:188050|OMIM:601367
ENSG00000180644	OMIM:603553|OMIM:605027
ENSG00000180900	OMIM:182940
ENSG00000180902	OMIM:600721
ENSG00000180921	OMIM:130900
ENSG00000181027	OMIM:606612|OMIM:607155
ENSG00000181163	OMIM:601626
ENSG00000181192	OMIM:204750
ENSG00000181449	OMIM:206900
ENSG00000181523	OMIM:252900
ENSG00000181585	OMIM:600971
ENSG00000181690	OMIM:181030
ENSG00000181722	OMIM:259050
ENSG00000181830	OMIM:266265
ENSG00000181856	OMIM:125853
ENSG00000182040	OMIM:606943
ENSG00000182054	OMIM:137800
ENSG00000182117	OMIM:224230
ENSG00000182173	OMIM:225753|OMIM:277470
ENSG00000182197	OMIM:133700|OMIM:215300
ENSG00000182220	OMIM:300423
ENSG00000182287	OMIM:304340
ENSG00000182372	OMIM:600143
ENSG00000182389	OMIM:607682
ENSG00000182492	OMIM:300106
ENSG00000182533	OMIM:123320|OMIM:192600|OMIM:272120|OMIM:606072|OMIM:607801
ENSG00000182578	OMIM:221820
ENSG00000182636	OMIM:176270
ENSG00000182858	OMIM:607143
ENSG00000182871	OMIM:267750
ENSG00000182872	OMIM:311900
ENSG00000182890	OMIM:168600
ENSG00000183072	OMIM:108900|OMIM:187500|OMIM:217095
ENSG00000183091	OMIM:256030
ENSG00000183098	OMIM:258315
ENSG00000183196	OMIM:217800
ENSG00000183287	OMIM:235510
ENSG00000183337	OMIM:300166
ENSG00000183421	OMIM:263650
ENSG00000183454	OMIM:245570
ENSG00000183691	OMIM:184460|OMIM:185800|OMIM:186500|OMIM:186570
ENSG00000183765	OMIM:114480|OMIM:176807|OMIM:259500
ENSG00000183770	OMIM:110100|OMIM:608996
ENSG00000183873	OMIM:108770|OMIM:113900|OMIM:272120|OMIM:601144|OMIM:601154|OMIM:603829|OMIM:603830|OMIM:608567
ENSG00000183918	OMIM:308240
ENSG00000184009	OMIM:604717
ENSG00000184056	OMIM:208085
ENSG00000184058	OMIM:187500|OMIM:188400|OMIM:192430|OMIM:217095
ENSG00000184156	OMIM:121201
ENSG00000184292	OMIM:204870
ENSG00000184302	OMIM:212550
ENSG00000184381	OMIM:256600
ENSG00000184564	OMIM:221200
ENSG00000184634	OMIM:305450|OMIM:309520
ENSG00000184640	OMIM:162100
ENSG00000184675	OMIM:300373
ENSG00000184752	OMIM:256000
ENSG00000184908	OMIM:607364
ENSG00000184937	OMIM:136680|OMIM:156240|OMIM:194070|OMIM:194080|OMIM:256370|OMIM:608978
ENSG00000185010	OMIM:306700
ENSG00000185231	OMIM:202200
ENSG00000185245	OMIM:153670|OMIM:177820|OMIM:231200|OMIM:258660
ENSG00000185303	OMIM:178500
ENSG00000185339	OMIM:275350
ENSG00000185344	OMIM:219200|OMIM:278250
ENSG00000185345	OMIM:168600|OMIM:211980|OMIM:600116|OMIM:607572
ENSG00000185482	OMIM:255995
ENSG00000185624	OMIM:112240
ENSG00000185825	OMIM:300475
ENSG00000185909	OMIM:236000
ENSG00000185920	OMIM:109400|OMIM:605462
ENSG00000185950	OMIM:125853
ENSG00000185960	OMIM:127300|OMIM:249700
ENSG00000186010	OMIM:607464
ENSG00000186081	OMIM:131760|OMIM:131800|OMIM:131900|OMIM:131960|OMIM:179850|OMIM:601001
ENSG00000186104	OMIM:600081
ENSG00000186153	OMIM:133239
ENSG00000186188	OMIM:607514
ENSG00000186326	OMIM:608415
ENSG00000186335	OMIM:138500|OMIM:242600
ENSG00000186340	OMIM:603932
ENSG00000186395	OMIM:113800|OMIM:607602
ENSG00000186442	OMIM:122100
ENSG00000186472	OMIM:608027
ENSG00000186575	OMIM:101000|OMIM:162091|OMIM:607174
ENSG00000186716	OMIM:608232
ENSG00000186765	OMIM:607921
ENSG00000186790	OMIM:107250
ENSG00000186832	OMIM:167200
ENSG00000186847	OMIM:125595|OMIM:131760|OMIM:131800|OMIM:131900|OMIM:161000|OMIM:601001
ENSG00000186862	OMIM:276901|OMIM:605472
ENSG00000186868	OMIM:172700|OMIM:600274|OMIM:601104
ENSG00000186889	OMIM:277170
ENSG00000187017	OMIM:609006
ENSG00000187045	OMIM:206200
ENSG00000187049	OMIM:603194|OMIM:608091
ENSG00000187079	OMIM:108985
ENSG00000187091	OMIM:151600
ENSG00000187098	OMIM:103470|OMIM:103500|OMIM:193510
ENSG00000187244	OMIM:247420
ENSG00000187258	OMIM:608584
ENSG00000187266	OMIM:133100
ENSG00000187323	OMIM:114500|OMIM:133239|OMIM:157600
ENSG00000187486	OMIM:125853|OMIM:601820|OMIM:606176
ENSG00000187498	OMIM:175780|OMIM:180000|OMIM:269160|OMIM:607595
ENSG00000187535	OMIM:266920
ENSG00000187554	OMIM:601744|OMIM:608556
ENSG00000187566	OMIM:254780
ENSG00000187676	OMIM:261540
ENSG00000187741	OMIM:227650
ENSG00000187796	OMIM:212050
ENSG00000187848	OMIM:608224
ENSG00000188037	OMIM:160800|OMIM:255700
ENSG00000188095	OMIM:608681
ENSG00000188107	OMIM:602772
ENSG00000188153	OMIM:301050
ENSG00000188158	OMIM:302200|OMIM:302350
ENSG00000188257	OMIM:114500
ENSG00000188419	OMIM:303100
ENSG00000188452	OMIM:608380
ENSG00000188467	OMIM:113750
ENSG00000188536	OMIM:140700|OMIM:604131
ENSG00000188603	OMIM:204200
ENSG00000188690	OMIM:263700
ENSG00000188778	OMIM:601665
ENSG00000188906	OMIM:607060
ENSG00000188910	OMIM:133200|OMIM:220290
ENSG00000188937	OMIM:310500
ENSG00000188992	OMIM:145750
ENSG00000189056	OMIM:257320
ENSG00000189067	OMIM:601098
ENSG00000189241	OMIM:608800
ENSG00000189433	OMIM:133200
ENSG00000196218	OMIM:117000|OMIM:145600|OMIM:255320
ENSG00000196296	OMIM:601003
ENSG00000196338	OMIM:300425|OMIM:300494
ENSG00000196365	OMIM:600373
ENSG00000196396	OMIM:125853
ENSG00000196459	OMIM:313400
ENSG00000196468	OMIM:309630
ENSG00000196565	OMIM:141749
ENSG00000196569	OMIM:607855
ENSG00000196586	OMIM:606346|OMIM:607821
ENSG00000196611	OMIM:226600|OMIM:606963
ENSG00000196616	OMIM:103780
ENSG00000196712	OMIM:162200|OMIM:162210|OMIM:193520|OMIM:601321|OMIM:607785
ENSG00000196743	OMIM:272750
ENSG00000196767	OMIM:304400
ENSG00000196811	OMIM:253290|OMIM:265000
ENSG00000196839	OMIM:102700
ENSG00000196878	OMIM:104530|OMIM:226650|OMIM:226700
ENSG00000196924	OMIM:300048|OMIM:300049|OMIM:300244|OMIM:300321|OMIM:304120|OMIM:305620|OMIM:309350|OMIM:311300|OMIM:314400
ENSG00000196935	OMIM:188470
ENSG00000197081	OMIM:114550
ENSG00000197102	OMIM:158600
ENSG00000197122	OMIM:114500
ENSG00000197208	OMIM:180300
ENSG00000197275	OMIM:114500|OMIM:605027
ENSG00000197299	OMIM:210900
ENSG00000197375	OMIM:212140
ENSG00000197386	OMIM:143100
ENSG00000197496	OMIM:208050
ENSG00000197535	OMIM:214450
ENSG00000197561	OMIM:162800|OMIM:202700
ENSG00000197594	OMIM:125853|OMIM:208000|OMIM:601665|OMIM:602475
ENSG00000197603	OMIM:277170
ENSG00000197746	OMIM:249900
ENSG00000197779	OMIM:300498
ENSG00000197822	OMIM:251290
ENSG00000197859	OMIM:231050
ENSG00000197891	OMIM:220150
ENSG00000197912	OMIM:607259
ENSG00000197969	OMIM:200150
ENSG00000198001	OMIM:607676
ENSG00000198087	OMIM:607832
ENSG00000198130	OMIM:250620
ENSG00000198211	OMIM:600638
ENSG00000198246	OMIM:602782
ENSG00000198331	OMIM:236680
ENSG00000198363	OMIM:601552
ENSG00000198400	OMIM:155240|OMIM:256800
ENSG00000198467	OMIM:108120|OMIM:601680
ENSG00000198513	OMIM:182600
ENSG00000198569	OMIM:241530
ENSG00000198626	OMIM:115000|OMIM:600996|OMIM:604772
ENSG00000198650	OMIM:276600
ENSG00000198677	OMIM:222470
ENSG00000198689	OMIM:300243
ENSG00000198691	OMIM:153800|OMIM:248200|OMIM:601718|OMIM:604116
ENSG00000198695	OMIM:252010|OMIM:500001|OMIM:535000|OMIM:540000
ENSG00000198712	OMIM:220110
ENSG00000198727	OMIM:500000|OMIM:535000
ENSG00000198732	OMIM:206920
ENSG00000198734	OMIM:188055|OMIM:227400|OMIM:600880|OMIM:601367
ENSG00000198763	OMIM:535000
ENSG00000198786	OMIM:252010|OMIM:256000|OMIM:535000|OMIM:540000
ENSG00000198804	OMIM:114500|OMIM:220110
ENSG00000198807	OMIM:604625
ENSG00000198814	OMIM:307030
ENSG00000198835	OMIM:608804
ENSG00000198836	OMIM:125250|OMIM:165500|OMIM:210000|OMIM:606657
ENSG00000198840	OMIM:252010|OMIM:256000
ENSG00000198886	OMIM:500001|OMIM:535000|OMIM:540000
ENSG00000198888	OMIM:252010|OMIM:535000|OMIM:540000
ENSG00000198899	OMIM:256000|OMIM:500003|OMIM:535000|OMIM:551500
ENSG00000198910	OMIM:303350|OMIM:304100|OMIM:307000
ENSG00000198938	OMIM:535000|OMIM:540000
ENSG00000198947	OMIM:300376|OMIM:302045|OMIM:310200
ENSG00000203618	OMIM:231200
ENSG00000203667	OMIM:220110
ENSG00000203782	OMIM:604117
ENSG00000203859	OMIM:201810
ENSG00000203883	OMIM:607823
ENSG00000204103	OMIM:166300
ENSG00000204120	OMIM:607688
ENSG00000204217	OMIM:178600
ENSG00000204262	OMIM:130000
ENSG00000204370	OMIM:114900|OMIM:168000|OMIM:171300|OMIM:252011|OMIM:606864
ENSG00000204406	OMIM:156200
ENSG00000204525	OMIM:177900
ENSG00000204842	OMIM:168600|OMIM:183090
ENSG00000204843	OMIM:105400|OMIM:168605|OMIM:607641
ENSG00000205090	OMIM:607454
ENSG00000205138	OMIM:252011
ENSG00000205336	OMIM:606854
ENSG00000205426	OMIM:158000
ENSG00000205571	OMIM:253300|OMIM:253400|OMIM:253550|OMIM:271150
ENSG00000205899	OMIM:607539
ENSG00000206172	OMIM:140700|OMIM:604131
ENSG00000206290	OMIM:184840|OMIM:215150|OMIM:277610|OMIM:601868
ENSG00000206298	OMIM:256040
ENSG00000206372	OMIM:217000
ENSG00000206450	OMIM:106300|OMIM:608579
ENSG00000206510	OMIM:601410
ENSG00000206561	OMIM:603034
ENSG00000211899	OMIM:601495
ENSG00000212907	OMIM:535000
ENSG00000213024	OMIM:271930
ENSG00000213139	OMIM:116100
ENSG00000213281	OMIM:114500|OMIM:137550|OMIM:162900|OMIM:163200|OMIM:188470|OMIM:249400|OMIM:607785
ENSG00000213398	OMIM:136120|OMIM:245900
ENSG00000213614	OMIM:272800
ENSG00000213619	OMIM:252010|OMIM:256000
ENSG00000213689	OMIM:152700|OMIM:192315|OMIM:225750
ENSG00000213918	OMIM:152700
ENSG00000213930	OMIM:230400
ENSG00000213934	OMIM:141749
ENSG00000214160	OMIM:601110
ENSG00000215644	OMIM:125853
ENSG00000223802	OMIM:187500|OMIM:208530|OMIM:217095
ENSG00000223953	OMIM:605670
ENSG00000224156	OMIM:156610
ENSG00000224320	OMIM:608579
ENSG00000224916	OMIM:207750
ENSG00000225614	OMIM:229200
ENSG00000225783	OMIM:608446
ENSG00000225824	OMIM:123400|OMIM:126200
ENSG00000225830	OMIM:211980|OMIM:214150|OMIM:278800|OMIM:600630
ENSG00000225967	OMIM:604571
ENSG00000226275	OMIM:607507|OMIM:608446
ENSG00000229353	OMIM:606408
ENSG00000229807	OMIM:300087
ENSG00000229833	OMIM:220110
ENSG00000230108	OMIM:157300|OMIM:600807
ENSG00000230223	OMIM:608768
ENSG00000231543	OMIM:217000
ENSG00000232367	OMIM:604571
ENSG00000232575	OMIM:156610
ENSG00000233151	OMIM:201910
ENSG00000233323	OMIM:606408
ENSG00000233608	OMIM:200110|OMIM:209885|OMIM:227260
ENSG00000233927	OMIM:606164
ENSG00000234343	OMIM:256550
ENSG00000234669	OMIM:601410
ENSG00000234846	OMIM:256550
ENSG00000234906	OMIM:207750
ENSG00000235134	OMIM:201910
ENSG00000235590	OMIM:603233
ENSG00000235708	OMIM:215150|OMIM:277610|OMIM:601868
ENSG00000235715	OMIM:256040
ENSG00000236196	OMIM:180300
ENSG00000236490	OMIM:604571
ENSG00000236884	OMIM:126200|OMIM:180300|OMIM:181000
ENSG00000237123	OMIM:146520|OMIM:270300
ENSG00000237693	OMIM:607948
ENSG00000239672	OMIM:256700
ENSG00000239900	OMIM:103050
ENSG00000240505	OMIM:240500
ENSG00000241635	OMIM:143500|OMIM:218800|OMIM:237900|OMIM:601816|OMIM:606785
ENSG00000242110	OMIM:214950
ENSG00000242366	OMIM:143500|OMIM:218800|OMIM:237900|OMIM:606785
ENSG00000242866	OMIM:603720
ENSG00000243627	OMIM:220400
ENSG00000244414	OMIM:235400
ENSG00000244474	OMIM:218800|OMIM:606785
ENSG00000244486	OMIM:600920
ENSG00000244734	OMIM:140700|OMIM:141749|OMIM:603902|OMIM:603903
ENSG00000244752	OMIM:601547
ENSG00000245848	OMIM:601626
ENSG00000248098	OMIM:248600
ENSG00000248099	OMIM:219050
ENSG00000248144	OMIM:103780|OMIM:168600
ENSG00000251322	OMIM:606232
ENSG00000254647	OMIM:125852|OMIM:606176
ENSG00000255974	OMIM:122700|OMIM:188890|OMIM:211980
ENSG00000256053	OMIM:220110
ENSG00000256061	OMIM:127700
ENSG00000256269	OMIM:176000
ENSG00000257138	OMIM:171200
ENSG00000258839	OMIM:203200|OMIM:266300
ENSG00000258947	OMIM:600638
ENSG00000259207	OMIM:187800|OMIM:273800|OMIM:608446
ENSG00000259384	OMIM:173100|OMIM:262400|OMIM:262650
ENSG00000260099	OMIM:274150
ENSG00000260692	OMIM:256000
ENSG00000261109	OMIM:131950
ENSG00000261258	OMIM:259450
ENSG00000261297	OMIM:201100
ENSG00000261473	OMIM:167800
ENSG00000261609	OMIM:256850
ENSG00000261964	OMIM:277600
ENSG00000262327	OMIM:212350
ENSG00000262418	OMIM:608971
ENSG00000262446	OMIM:127750|OMIM:168600|OMIM:230800|OMIM:230900|OMIM:231000|OMIM:231005|OMIM:608013
ENSG00000262785	OMIM:102900|OMIM:266200
ENSG00000262875	OMIM:193235
ENSG00000262968	OMIM:600081
ENSG00000263243	OMIM:122100
ENSG00000263298	OMIM:601847|OMIM:605479
ENSG00000264229	OMIM:210710
ENSG00000265107	OMIM:108770
ENSG00000265241	OMIM:274000
ENSG00000267807	OMIM:604717
ENSG00000268104	OMIM:300306
ENSG00000268221	OMIM:303700|OMIM:303800
ENSG00000269335	OMIM:300291|OMIM:300301|OMIM:308300
ENSG00000269821	OMIM:130650
